Advanced Micro Devices Inc | Price History                                          17-Nov-2021 01:06,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AMD.O,,,,,,,,,,,,,,,
Interval: Daily,,,,,,,,,,,,,,,
History Period: 16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Currency Conversion: USD,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AMD.O Statistics     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down,,Price Change (Close-Close),,,Turnover,,
High,155.65,09-Nov-2021,Max,"325,058,416",27-Aug-2018,Advancing,"43,674,863,441",Up,660,Up,+19.95%,30-Jan-2019,Max,"26,809,865,077.97",04-Aug-2021
Low,7.07,16-Nov-2016,Min,"11,035,758",24-Nov-2017,Declining,"38,646,807,406",Down,588,Down,-24.23%,02-May-2017,Min,"124,898,601.88",25-Nov-2016
Avg,41.96,,Avg,"65,825,921",,Total,"82,874,833,969",Unch,10,Period,"+1,887.61%",16-Nov-2016 - 16-Nov-2021,Avg,"2,546,256,600.75",
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AMD.O History     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow,,,,,,
25-Jul-2017,14.11,-0.05,-0.35%,14.29,13.87,14.32,"98,047,389","1,407,765,339.80","8,605,196,690.13",,,,,,
24-Jul-2017,14.16,+0.28,+2.02%,14.00,13.97,14.44,"71,014,864","1,011,849,821.61","10,012,962,029.92",,,,,,
21-Jul-2017,13.88,+0.08,+0.58%,13.70,13.62,14.05,"51,045,674","710,050,790.54","9,001,112,208.31",,,,,,
20-Jul-2017,13.80,+0.25,+1.85%,13.61,13.45,13.89,"47,707,464","654,395,690.26","8,291,061,417.78",,,,,,
19-Jul-2017,13.55,+0.07,+0.52%,13.62,13.41,13.74,"51,957,812","705,422,621.37","7,636,665,727.52",,,,,,
18-Jul-2017,13.48,-0.32,-2.32%,13.29,13.15,13.53,"78,366,510","1,048,061,444.67","6,931,243,106.15",,,,,,
17-Jul-2017,13.80,-0.12,-0.86%,14.03,13.51,14.12,"71,690,790","986,951,404.01","7,979,304,550.81",,,,,,
14-Jul-2017,13.92,+0.39,+2.88%,13.46,13.32,13.93,"82,084,552","1,129,088,907.93","8,966,255,954.82",,,,,,
13-Jul-2017,13.53,-0.76,-5.32%,14.33,13.43,14.49,"111,656,888","1,551,082,047.59","7,837,167,046.89",,,,,,
12-Jul-2017,14.29,+0.40,+2.88%,14.17,13.96,14.39,"78,508,397","1,116,673,763.36","9,388,249,094.48",,,,,,
11-Jul-2017,13.89,+0.08,+0.58%,13.77,13.62,14.10,"71,102,292","988,952,369.59","8,271,575,331.13",,,,,,
10-Jul-2017,13.81,+0.45,+3.37%,13.61,13.27,13.88,"78,320,196","1,067,446,657.00","7,282,622,961.54",,,,,,
07-Jul-2017,13.36,+0.34,+2.61%,13.27,13.18,13.75,"88,392,137","1,190,620,198.31","6,215,176,304.54",,,,,,
06-Jul-2017,13.02,-0.17,-1.29%,12.94,12.67,13.32,"88,927,822","1,158,665,147.98","5,024,556,106.23",,,,,,
05-Jul-2017,13.19,+1.04,+8.56%,12.36,12.32,13.21,"99,450,235","1,282,814,917.18","6,183,221,254.21",,,,,,
03-Jul-2017,12.15,-0.33,-2.64%,12.57,12.13,12.73,"39,929,101","494,515,369.54","4,900,406,337.03",,,,,,
30-Jun-2017,12.48,-0.12,-0.95%,12.57,12.36,12.83,"59,267,384","743,329,843.61","5,394,921,706.57",,,,,,
29-Jun-2017,12.60,-0.63,-4.76%,13.06,12.45,13.15,"87,634,359","1,116,223,663.19","6,138,251,550.19",,,,,,
28-Jun-2017,13.23,-0.17,-1.27%,13.65,13.09,13.70,"85,266,909","1,137,267,741.88","7,254,475,213.38",,,,,,
27-Jun-2017,13.40,-0.68,-4.83%,13.76,13.37,14.04,"89,319,697","1,225,160,277.55","8,391,742,955.26",,,,,,
26-Jun-2017,14.08,-0.09,-0.64%,14.39,13.84,14.49,"101,012,533","1,425,946,716.07","9,616,903,232.81",,,,,,
23-Jun-2017,14.17,-0.21,-1.46%,14.15,13.90,14.67,"200,777,337","2,870,282,818.10","11,042,849,948.88",,,,,,
22-Jun-2017,14.38,+0.40,+2.86%,14.10,13.56,14.50,"149,594,245","2,117,259,802.71","13,913,132,766.98",,,,,,
21-Jun-2017,13.98,+1.34,+10.60%,13.36,13.13,14.01,"188,796,125","2,574,939,889.34","11,795,872,964.27",,,,,,
20-Jun-2017,12.64,+0.71,+5.95%,12.19,12.18,12.93,"118,001,536","1,484,943,135.37","9,220,933,074.93",,,,,,
19-Jun-2017,11.93,+0.49,+4.28%,11.63,11.62,12.12,"61,803,552","734,540,630.73","7,735,989,939.56",,,,,,
16-Jun-2017,11.44,-0.06,-0.52%,11.66,11.28,11.83,"59,779,528","687,859,286.19","7,001,449,308.83",,,,,,
15-Jun-2017,11.50,-0.27,-2.29%,11.34,11.21,11.58,"61,665,981","702,439,933.18","7,689,308,595.02",,,,,,
14-Jun-2017,11.77,-0.19,-1.59%,11.91,11.65,12.05,"51,909,425","614,470,850.30","8,391,748,528.20",,,,,,
13-Jun-2017,11.96,-0.13,-1.08%,12.33,11.67,12.48,"87,302,253","1,048,579,228.96","9,006,219,378.50",,,,,,
12-Jun-2017,12.09,-0.19,-1.55%,11.75,11.27,12.35,"125,781,768","1,503,584,558.74","10,054,798,607.46",,,,,,
09-Jun-2017,12.28,-0.62,-4.81%,13.10,11.63,13.40,"167,454,433","2,114,049,951.86","11,558,383,166.19",,,,,,
08-Jun-2017,12.90,+0.52,+4.20%,12.81,12.40,12.91,"89,515,129","1,135,899,276.30","13,672,433,118.06",,,,,,
07-Jun-2017,12.38,+0.35,+2.91%,12.42,12.23,12.96,"151,005,890","1,903,845,875.63","12,536,533,841.76",,,,,,
06-Jun-2017,12.03,+0.79,+7.03%,11.27,11.24,12.24,"114,998,567","1,377,651,500.72","10,632,687,966.13",,,,,,
05-Jun-2017,11.24,+0.34,+3.12%,10.84,10.80,11.34,"66,207,307","740,463,284.19","9,255,036,465.41",,,,,,
02-Jun-2017,10.90,-0.03,-0.27%,10.93,10.57,10.96,"43,056,165","464,508,267.34","8,514,573,181.22",,,,,,
01-Jun-2017,10.93,-0.26,-2.32%,11.25,10.81,11.29,"48,001,971","525,076,112.83","8,979,081,448.56",,,,,,
31-May-2017,11.19,+0.07,+0.63%,11.29,11.10,11.49,"42,929,027","481,944,017.62","9,504,157,561.39",,,,,,
30-May-2017,11.12,+0.12,+1.09%,10.95,10.90,11.27,"35,338,977","393,509,625.49","9,022,213,543.78",,,,,,
26-May-2017,11.00,+0.02,+0.18%,10.85,10.74,11.02,"31,907,640","348,212,502.08","8,628,703,918.28",,,,,,
25-May-2017,10.98,+0.09,+0.83%,11.01,10.80,11.01,"33,584,259","366,771,760.19","8,280,491,416.21",,,,,,
24-May-2017,10.89,0.00,0.00%,11.05,10.71,11.06,"43,028,139","468,328,279.67","7,913,719,656.01",,,,,,
23-May-2017,10.89,-0.15,-1.36%,10.97,10.62,11.06,"49,799,586","537,804,750.21","8,382,047,935.68",,,,,,
22-May-2017,11.04,-0.37,-3.24%,11.49,10.77,11.55,"78,696,444","870,028,476.31","8,919,852,685.89",,,,,,
19-May-2017,11.41,+0.14,+1.20%,11.47,11.35,11.62,"50,319,692","578,008,686.82","9,789,881,162.20",,,,,,
18-May-2017,11.28,+0.08,+0.67%,10.99,10.81,11.49,"86,900,076","976,255,036.45","9,211,872,475.39",,,,,,
17-May-2017,11.20,-1.55,-12.16%,11.81,11.16,12.29,"160,109,462","1,870,276,306.04","8,235,617,438.94",,,,,,
16-May-2017,12.75,+1.33,+11.65%,11.66,11.63,12.77,"164,186,884","2,023,957,541.60","10,105,893,744.98",,,,,,
15-May-2017,11.42,+0.16,+1.42%,11.41,11.30,11.60,"52,564,965","603,329,808.33","8,081,936,203.38",,,,,,
12-May-2017,11.26,+0.19,+1.72%,11.20,11.08,11.40,"56,072,619","629,936,584.88","7,478,606,395.05",,,,,,
11-May-2017,11.07,+0.28,+2.59%,10.74,10.51,11.26,"72,946,523","796,005,561.36","6,848,669,810.17",,,,,,
10-May-2017,10.79,+0.61,+5.99%,10.46,10.45,10.85,"65,995,889","704,156,783.15","6,052,664,248.81",,,,,,
09-May-2017,10.18,+0.14,+1.39%,10.04,10.04,10.40,"51,017,346","523,266,840.90","5,348,507,465.66",,,,,,
08-May-2017,10.04,-0.15,-1.47%,10.22,10.00,10.22,"35,101,132","353,028,373.24","4,825,240,624.75",,,,,,
05-May-2017,10.19,+0.09,+0.89%,10.13,9.94,10.26,"51,758,963","523,092,333.19","5,178,268,998.00",,,,,,
04-May-2017,10.10,-0.29,-2.79%,10.55,9.94,10.55,"77,031,372","779,452,308.89","4,655,176,664.80",,,,,,
03-May-2017,10.39,+0.07,+0.68%,10.29,9.85,10.68,"140,899,380","1,450,173,787.42","5,434,628,973.69",,,,,,
02-May-2017,10.32,-3.30,-24.23%,11.73,10.30,11.76,"268,336,455","2,944,100,253.79","3,984,455,186.27",,,,,,
01-May-2017,13.62,+0.32,+2.41%,13.43,13.25,13.63,"68,036,349","903,942,350.41","6,928,555,440.06",,,,,,
28-Apr-2017,13.30,-0.32,-2.35%,13.73,13.16,13.76,"50,375,992","675,022,796.69","6,024,613,089.65",,,,,,
27-Apr-2017,13.62,+0.21,+1.57%,13.43,13.37,13.70,"31,327,634","425,803,365.40","6,699,635,886.34",,,,,,
26-Apr-2017,13.41,-0.08,-0.59%,13.42,13.22,13.53,"36,644,522","490,603,201.10","6,273,832,520.94",,,,,,
25-Apr-2017,13.49,+0.36,+2.74%,13.24,13.16,13.53,"35,880,950","480,164,629.08","6,764,435,722.04",,,,,,
24-Apr-2017,13.13,+0.13,+1.00%,13.23,13.05,13.23,"36,120,264","475,022,084.14","6,284,271,092.96",,,,,,
21-Apr-2017,13.00,-0.11,-0.84%,13.08,12.90,13.12,"25,689,590","333,765,400.17","5,809,249,008.82",,,,,,
20-Apr-2017,13.11,+0.27,+2.10%,12.98,12.88,13.15,"41,976,064","546,576,086.76","6,143,014,408.99",,,,,,
19-Apr-2017,12.84,-0.11,-0.85%,13.09,12.80,13.21,"36,491,056","473,132,883.02","5,596,438,322.23",,,,,,
18-Apr-2017,12.95,+0.16,+1.25%,12.63,12.58,12.97,"37,172,004","476,689,001.43","6,069,571,205.26",,,,,,
17-Apr-2017,12.79,+0.48,+3.90%,12.53,12.37,12.80,"38,188,238","481,799,225.34","5,592,882,203.82",,,,,,
13-Apr-2017,12.31,-0.45,-3.53%,12.51,12.22,12.72,"53,442,631","667,979,298.96","5,111,082,978.48",,,,,,
12-Apr-2017,12.76,-0.34,-2.60%,12.94,12.74,13.10,"37,385,363","481,474,087.84","5,779,062,277.44",,,,,,
11-Apr-2017,13.10,0.00,0.00%,13.02,12.71,13.29,"59,916,607","780,457,877.66","6,260,536,365.27",,,,,,
10-Apr-2017,13.10,-0.42,-3.11%,13.52,13.04,13.59,"47,178,017","624,695,321.59","7,040,994,242.93",,,,,,
07-Apr-2017,13.52,+0.25,+1.88%,13.33,13.22,13.68,"70,440,981","943,414,440.65","7,665,689,564.53",,,,,,
06-Apr-2017,13.27,-0.90,-6.35%,13.42,12.83,13.46,"139,500,105","1,832,741,669.44","6,722,275,123.88",,,,,,
05-Apr-2017,14.17,+0.01,+0.07%,14.28,14.10,14.64,"58,816,711","847,908,641.73","8,555,016,793.32",,,,,,
04-Apr-2017,14.16,-0.48,-3.28%,14.31,14.03,14.67,"58,413,020","836,015,080.86","7,707,108,151.58",,,,,,
03-Apr-2017,14.64,+0.09,+0.62%,14.60,14.30,14.74,"48,423,677","705,284,603.89","8,543,123,232.44",,,,,,
31-Mar-2017,14.55,+0.50,+3.56%,14.10,14.01,14.75,"84,566,239","1,228,386,212.79","7,837,838,628.55",,,,,,
30-Mar-2017,14.05,+0.34,+2.48%,13.73,13.65,14.05,"44,132,830","612,890,175.20","6,609,452,415.76",,,,,,
29-Mar-2017,13.71,+0.02,+0.15%,13.74,13.63,13.87,"37,863,470","520,873,325.64","5,996,562,240.56",,,,,,
28-Mar-2017,13.69,-0.01,-0.07%,13.75,13.55,13.86,"37,420,153","512,132,024.07","5,475,688,914.93",,,,,,
27-Mar-2017,13.70,0.00,0.00%,13.35,13.21,13.78,"42,686,840","577,868,671.64","5,987,820,939.00",,,,,,
24-Mar-2017,13.70,-0.09,-0.65%,14.16,13.54,14.18,"50,099,472","692,390,899.43","6,565,689,610.64",,,,,,
23-Mar-2017,13.79,-0.31,-2.20%,13.96,13.77,14.12,"44,549,945","620,413,238.67","7,258,080,510.07",,,,,,
22-Mar-2017,14.10,+0.28,+2.03%,13.70,13.55,14.15,"61,239,502","849,759,791.43","7,878,493,748.74",,,,,,
21-Mar-2017,13.82,-0.58,-4.03%,14.40,13.78,14.49,"72,552,725","1,018,374,655.86","7,028,733,957.31",,,,,,
20-Mar-2017,14.40,+0.91,+6.75%,13.68,13.54,14.50,"91,565,591","1,303,105,698.55","8,047,108,613.17",,,,,,
17-Mar-2017,13.49,-0.16,-1.17%,13.62,13.36,13.74,"224,892,327","3,035,532,230.31","6,744,002,914.62",,,,,,
16-Mar-2017,13.65,-0.33,-2.36%,13.79,13.65,13.88,"44,494,793","610,799,430.33","9,779,535,144.93",,,,,,
15-Mar-2017,13.98,-0.12,-0.85%,14.03,13.62,14.06,"55,179,561","765,600,200.47","10,390,334,575.26",,,,,,
14-Mar-2017,14.10,-0.18,-1.26%,14.00,13.64,14.15,"52,554,505","730,132,371.55","11,155,934,775.73",,,,,,
13-Mar-2017,14.28,+0.37,+2.66%,14.48,14.18,14.68,"73,078,146","1,050,397,723.38","11,886,067,147.29",,,,,,
10-Mar-2017,13.91,+0.58,+4.35%,13.50,13.45,13.93,"65,142,157","894,042,502.16","10,835,669,423.91",,,,,,
09-Mar-2017,13.33,+0.11,+0.83%,13.45,13.11,13.45,"45,244,233","600,427,677.80","9,941,626,921.75",,,,,,
08-Mar-2017,13.22,+0.17,+1.30%,13.25,13.10,13.55,"71,294,747","949,670,175.37","9,341,199,243.96",,,,,,
07-Mar-2017,13.05,+0.01,+0.08%,13.07,12.79,13.37,"76,666,266","1,008,000,553.13","8,391,529,068.59",,,,,,
06-Mar-2017,13.04,+0.01,+0.08%,13.00,12.38,13.34,"117,192,621","1,506,217,972.27","7,383,528,515.46",,,,,,
03-Mar-2017,13.03,-0.87,-6.26%,13.55,12.79,13.58,"163,641,702","2,154,287,901.11","5,877,310,543.19",,,,,,
02-Mar-2017,13.90,-1.06,-7.09%,14.59,13.87,14.78,"104,330,930","1,488,513,177.00","8,031,598,444.30",,,,,,
01-Mar-2017,14.96,+0.50,+3.46%,15.08,14.52,15.09,"73,450,388","1,085,675,411.46","9,520,111,621.31",,,,,,
28-Feb-2017,14.46,-0.74,-4.87%,15.45,14.35,15.55,"141,782,979","2,086,162,191.37","8,434,436,209.85",,,,,,
27-Feb-2017,15.20,+1.08,+7.65%,14.27,14.27,15.35,"95,422,869","1,429,604,840.64","10,520,598,401.22",,,,,,
24-Feb-2017,14.12,-0.20,-1.40%,14.00,13.86,14.32,"46,288,614","653,865,889.51","9,090,993,560.57",,,,,,
23-Feb-2017,14.32,+0.04,+0.28%,14.20,13.82,14.45,"80,317,617","1,137,401,312.24","9,744,859,450.08",,,,,,
22-Feb-2017,14.28,+0.28,+2.00%,14.30,14.04,14.50,"71,505,039","1,019,019,921.11","8,607,458,137.85",,,,,,
21-Feb-2017,14.00,+0.87,+6.63%,13.41,13.40,14.10,"66,357,063","918,459,511.59","7,588,438,216.74",,,,,,
17-Feb-2017,13.13,+0.16,+1.23%,12.79,12.60,13.14,"40,887,978","529,409,266.33","6,669,978,705.15",,,,,,
16-Feb-2017,12.97,-0.33,-2.48%,13.25,12.84,13.35,"52,502,531","684,202,960.10","6,140,569,438.82",,,,,,
15-Feb-2017,13.30,+0.04,+0.30%,13.20,13.15,13.44,"33,722,253","448,199,523.95","6,824,772,398.92",,,,,,
14-Feb-2017,13.26,-0.23,-1.70%,13.43,13.19,13.49,"40,479,052","539,872,126.61","6,376,572,874.97",,,,,,
13-Feb-2017,13.49,-0.09,-0.66%,13.70,13.38,13.95,"57,413,113","782,578,207.87","6,916,445,001.58",,,,,,
10-Feb-2017,13.58,+0.16,+1.19%,13.86,13.25,13.86,"54,579,343","737,825,647.57","7,699,023,209.45",,,,,,
09-Feb-2017,13.42,-0.14,-1.03%,13.78,13.40,13.89,"73,339,932","1,001,266,678.90","6,961,197,561.88",,,,,,
08-Feb-2017,13.56,+0.27,+2.03%,13.21,13.08,13.75,"75,942,906","1,026,983,210.57","7,962,464,240.77",,,,,,
07-Feb-2017,13.29,-0.34,-2.49%,14.05,13.06,14.27,"158,683,771","2,155,866,829.75","6,935,481,030.20",,,,,,
06-Feb-2017,13.63,+1.39,+11.36%,12.46,12.38,13.70,"140,474,084","1,861,846,898.05","9,091,347,859.95",,,,,,
03-Feb-2017,12.24,-0.04,-0.33%,12.37,12.04,12.50,"60,036,740","733,926,385.68","7,229,500,961.90",,,,,,
02-Feb-2017,12.28,+0.22,+1.82%,11.98,11.95,12.66,"116,324,549","1,437,324,158.79","7,963,427,347.58",,,,,,
01-Feb-2017,12.06,+1.69,+16.30%,10.90,10.81,12.14,"165,939,278","1,934,141,177.18","6,526,103,188.79",,,,,,
31-Jan-2017,10.37,-0.24,-2.26%,10.60,10.22,10.67,"53,704,949","559,496,964.34","4,591,962,011.61",,,,,,
30-Jan-2017,10.61,-0.06,-0.56%,10.62,10.30,10.68,"37,724,991","396,731,187.85","5,151,458,975.95",,,,,,
27-Jan-2017,10.67,+0.15,+1.43%,10.60,10.52,10.73,"32,719,173","347,989,957.45","5,548,190,163.80",,,,,,
26-Jan-2017,10.52,+0.17,+1.64%,10.35,10.30,10.66,"35,866,570","377,202,343.81","5,200,200,206.35",,,,,,
25-Jan-2017,10.35,-0.09,-0.86%,10.74,10.15,10.98,"61,886,202","644,484,846.66","4,822,997,862.54",,,,,,
24-Jan-2017,10.44,+0.53,+5.35%,9.95,9.95,10.49,"43,991,188","451,618,524.03","5,467,482,709.20",,,,,,
23-Jan-2017,9.91,+0.16,+1.64%,9.68,9.68,10.06,"27,905,681","275,506,925.38","5,015,864,185.17",,,,,,
20-Jan-2017,9.75,-0.02,-0.20%,9.88,9.67,9.96,"27,982,147","274,044,149.86","4,740,357,259.78",,,,,,
19-Jan-2017,9.77,-0.11,-1.11%,9.92,9.75,10.25,"46,151,282","461,000,474.72","5,014,401,409.65",,,,,,
18-Jan-2017,9.88,+0.06,+0.61%,9.54,9.42,10.10,"51,797,592","510,057,262.28","5,475,401,884.36",,,,,,
17-Jan-2017,9.82,-0.76,-7.18%,10.17,9.78,10.23,"70,491,802","700,805,077.17","4,965,344,622.09",,,,,,
13-Jan-2017,10.58,-0.18,-1.67%,10.79,10.56,10.87,"38,377,455","408,677,606.52","5,666,149,699.25",,,,,,
12-Jan-2017,10.76,-0.44,-3.93%,10.98,10.33,11.04,"75,244,087","800,660,076.53","6,074,827,305.78",,,,,,
11-Jan-2017,11.20,-0.24,-2.10%,11.39,11.15,11.41,"39,377,016","443,632,727.54","6,875,487,382.30",,,,,,
10-Jan-2017,11.44,-0.05,-0.44%,11.55,11.33,11.63,"29,201,580","334,357,687.52","7,319,120,109.84",,,,,,
09-Jan-2017,11.49,+0.17,+1.50%,11.37,11.31,11.64,"37,304,797","429,422,562.99","7,653,477,797.36",,,,,,
06-Jan-2017,11.32,+0.08,+0.71%,11.29,11.11,11.49,"34,453,462","391,454,282.31","7,224,055,234.37",,,,,,
05-Jan-2017,11.24,-0.19,-1.66%,11.43,11.23,11.69,"38,855,214","442,363,345.53","6,832,600,952.06",,,,,,
04-Jan-2017,11.43,0.00,0.00%,11.45,11.24,11.52,"40,781,190","464,203,295.08","7,274,964,297.59",,,,,,
03-Jan-2017,11.43,+0.09,+0.79%,11.42,11.02,11.65,"55,181,960","624,949,146.06","6,810,761,002.51",,,,,,
30-Dec-2016,11.34,-0.25,-2.16%,11.70,11.25,11.78,"44,095,368","503,178,435.75","6,185,811,856.45",,,,,,
29-Dec-2016,11.59,+0.04,+0.35%,11.24,11.01,11.62,"50,234,261","572,094,838.77","6,688,990,292.20",,,,,,
28-Dec-2016,11.55,-0.52,-4.31%,12.28,11.46,12.42,"71,254,459","836,657,147.44","6,116,895,453.44",,,,,,
27-Dec-2016,12.07,+0.49,+4.23%,11.65,11.60,12.08,"44,336,488","527,781,732.68","6,953,552,600.87",,,,,,
23-Dec-2016,11.58,-0.02,-0.17%,11.30,11.26,11.60,"32,288,235","369,741,140.70","6,425,770,868.20",,,,,,
22-Dec-2016,11.60,+0.13,+1.13%,11.65,11.47,11.75,"36,450,756","423,366,596.65","6,795,512,008.90",,,,,,
21-Dec-2016,11.47,-0.04,-0.35%,11.61,11.31,11.72,"44,814,131","515,772,285.93","6,372,145,412.26",,,,,,
20-Dec-2016,11.51,+0.56,+5.11%,11.19,11.15,11.51,"59,314,159","676,367,930.98","6,887,917,698.18",,,,,,
19-Dec-2016,10.95,+0.29,+2.72%,10.81,10.52,11.00,"46,085,840","498,208,290.48","6,211,549,767.21",,,,,,
16-Dec-2016,10.66,-0.20,-1.84%,10.94,10.60,11.23,"77,777,741","845,557,458.62","5,713,341,476.73",,,,,,
15-Dec-2016,10.86,+0.31,+2.94%,10.68,10.64,10.93,"48,871,302","529,816,986.75","6,558,898,935.34",,,,,,
14-Dec-2016,10.55,+0.01,+0.09%,10.43,10.27,10.74,"46,968,552","496,889,167.87","6,029,081,948.59",,,,,,
13-Dec-2016,10.54,-0.14,-1.31%,10.75,10.40,10.80,"46,967,790","497,563,690.99","5,532,192,780.72",,,,,,
12-Dec-2016,10.68,+0.34,+3.29%,10.40,10.38,10.93,"63,342,940","678,589,904.94","6,029,756,471.71",,,,,,
09-Dec-2016,10.34,0.00,0.00%,10.38,9.87,10.54,"60,600,759","618,725,317.80","5,351,166,566.77",,,,,,
08-Dec-2016,10.34,+0.78,+8.16%,9.90,9.80,10.66,"104,613,009","1,079,514,793.27","4,732,441,248.97",,,,,,
07-Dec-2016,9.56,+0.11,+1.16%,9.65,9.24,9.79,"54,897,332","522,027,404.24","3,652,926,455.70",,,,,,
06-Dec-2016,9.45,+0.77,+8.87%,8.95,8.82,9.54,"92,242,854","857,103,323.16","3,130,899,051.46",,,,,,
05-Dec-2016,8.68,+0.15,+1.76%,8.69,8.45,8.71,"31,410,058","270,715,841.29","2,273,795,728.29",,,,,,
02-Dec-2016,8.53,+0.14,+1.67%,8.38,8.38,8.74,"42,398,936","360,874,280.17","2,003,079,887.01",,,,,,
01-Dec-2016,8.39,-0.52,-5.84%,8.92,8.26,9.03,"56,682,384","480,463,798.08","1,642,205,606.83",,,,,,
30-Nov-2016,8.91,-0.02,-0.22%,9.02,8.90,9.12,"36,511,914","328,869,781.42","2,122,669,404.91",,,,,,
29-Nov-2016,8.93,+0.10,+1.13%,9.00,8.85,9.23,"54,831,388","495,620,747.78","2,451,539,186.33",,,,,,
28-Nov-2016,8.83,+0.06,+0.68%,8.72,8.72,8.98,"25,907,789","230,054,174.21","1,955,918,438.55",,,,,,
25-Nov-2016,8.77,-0.03,-0.34%,8.80,8.69,8.91,"14,214,120","124,898,601.88","1,725,864,264.34",,,,,,
23-Nov-2016,8.80,+0.11,+1.27%,8.72,8.50,8.86,"34,645,960","303,229,115.37","1,850,762,866.22",,,,,,
22-Nov-2016,8.69,-0.25,-2.80%,9.05,8.54,9.06,"71,312,775","622,980,197.03","1,547,533,750.85",,,,,,
21-Nov-2016,8.94,+0.23,+2.64%,8.87,8.86,9.22,"65,595,921","590,962,606.74","2,170,513,947.88",,,,,,
18-Nov-2016,8.71,+0.25,+2.96%,8.68,8.40,8.83,"62,336,214","538,385,599.83","1,579,551,341.14",,,,,,
17-Nov-2016,8.46,+0.79,+10.30%,7.79,7.77,8.77,"124,235,450","1,041,165,741.31","1,041,165,741.31",,,,,,
16-Nov-2016,7.67,,,7.09,7.07,7.75,"78,083,174","585,982,357.37",0.00,,,,,,
