Qualcomm Inc | Price History                                          17-Nov-2021 01:12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
QCOM.O,,,,,,,,,,,,,,,
Interval: Daily,,,,,,,,,,,,,,,
History Period: 16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Currency Conversion: USD,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
QCOM.O Statistics     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down,,Price Change (Close-Close),,,Turnover,,
High,183.73,16-Nov-2021,Max,"156,019,346",17-Apr-2019,Advancing,"7,486,341,885",Up,659,Up,+23.21%,16-Apr-2019,Max,"12,334,264,915.94",17-Apr-2019
Low,48.56,26-Apr-2018,Min,"2,120,165",24-Dec-2020,Declining,"6,654,294,122",Down,597,Down,-14.95%,16-Mar-2020,Min,"157,997,618.87",28-Dec-2017
Avg,84.80,,Avg,"11,255,703",,Total,"14,170,929,990",Unch,2,Period,+174.22%,16-Nov-2016 - 16-Nov-2021,Avg,"910,971,050.11",
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
QCOM.O History     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow,,,,,,
27-Mar-2017,56.66,-0.26,-0.46%,56.72,56.48,56.94,"4,726,309","268,157,344.61","904,786,845.01",,,,,,
24-Mar-2017,56.92,+0.11,+0.19%,57.47,56.64,57.47,"5,621,440","320,468,594.70","1,172,944,189.62",,,,,,
23-Mar-2017,56.81,-0.23,-0.40%,57.16,56.59,57.27,"7,718,655","438,637,261.69","852,475,594.92",,,,,,
22-Mar-2017,57.04,+0.24,+0.42%,56.73,56.10,57.13,"9,129,711","517,232,054.61","1,291,112,856.61",,,,,,
21-Mar-2017,56.80,-1.01,-1.75%,57.93,56.74,58.10,"10,092,647","576,722,048.04","773,880,802.00",,,,,,
20-Mar-2017,57.81,+0.26,+0.45%,57.79,57.59,58.07,"7,498,218","433,564,152.55","1,350,602,850.04",,,,,,
17-Mar-2017,57.55,-0.80,-1.37%,58.57,57.51,58.61,"20,057,782","1,160,133,968.60","917,038,697.49",,,,,,
16-Mar-2017,58.35,-0.17,-0.29%,58.30,58.16,58.73,"7,206,192","420,564,433.31","2,077,172,666.09",,,,,,
15-Mar-2017,58.52,+0.30,+0.52%,58.42,58.18,58.75,"9,029,458","528,153,325.56","2,497,737,099.40",,,,,,
14-Mar-2017,58.22,-0.24,-0.41%,58.38,57.72,58.38,"6,276,935","364,455,513.50","1,969,583,773.84",,,,,,
13-Mar-2017,58.46,-0.18,-0.31%,59.03,58.20,59.04,"7,737,879","452,368,036.36","2,334,039,287.34",,,,,,
10-Mar-2017,58.64,+0.67,+1.16%,58.36,58.30,58.79,"9,751,987","570,941,499.31","2,786,407,323.70",,,,,,
09-Mar-2017,57.97,+0.20,+0.35%,57.65,57.40,58.10,"9,875,608","570,932,421.78","2,215,465,824.38",,,,,,
08-Mar-2017,57.77,+1.04,+1.83%,56.92,56.80,58.08,"13,201,652","762,482,852.39","1,644,533,402.60",,,,,,
07-Mar-2017,56.73,+0.28,+0.50%,56.60,56.19,56.82,"7,131,737","403,979,104.19","882,050,550.21",,,,,,
06-Mar-2017,56.45,+0.01,+0.02%,56.27,56.07,56.56,"7,241,631","408,063,787.79","478,071,446.02",,,,,,
03-Mar-2017,56.44,+0.07,+0.12%,56.52,56.00,56.57,"6,984,526","393,088,994.29","70,007,658.23",,,,,,
02-Mar-2017,56.37,-0.64,-1.12%,56.95,56.24,57.15,"8,451,735","477,204,932.64","-323,081,336.06",,,,,,
01-Mar-2017,57.01,+0.53,+0.94%,56.93,56.27,57.08,"11,082,396","629,536,213.22","154,123,596.58",,,,,,
28-Feb-2017,56.48,-0.25,-0.44%,56.49,55.89,56.52,"10,388,173","584,780,579.97","-475,412,616.64",,,,,,
27-Feb-2017,56.73,-0.49,-0.86%,56.56,56.31,56.98,"7,127,599","403,677,172.16","109,367,963.33",,,,,,
24-Feb-2017,57.22,+0.08,+0.14%,57.02,56.50,57.23,"10,644,787","605,467,283.52","513,045,135.48",,,,,,
23-Feb-2017,57.14,+0.04,+0.07%,57.01,56.77,57.31,"10,152,814","579,374,314.58","-92,422,148.04",,,,,,
22-Feb-2017,57.10,+0.35,+0.62%,56.78,56.48,57.10,"8,711,537","494,913,514.10","-671,796,462.62",,,,,,
21-Feb-2017,56.75,+0.29,+0.51%,56.83,56.58,57.19,"9,878,152","561,155,807.17","-1,166,709,976.72",,,,,,
17-Feb-2017,56.46,-0.42,-0.74%,56.85,56.05,56.94,"12,456,638","701,560,707.25","-1,727,865,783.89",,,,,,
16-Feb-2017,56.88,+0.39,+0.69%,56.58,56.45,56.90,"11,622,895","658,816,838.53","-1,026,305,076.64",,,,,,
15-Feb-2017,56.49,+1.01,+1.82%,55.63,55.49,56.50,"14,149,193","793,746,507.07","-1,685,121,915.17",,,,,,
14-Feb-2017,55.48,+0.55,+1.00%,55.43,54.82,55.52,"13,071,979","721,632,489.95","-2,478,868,422.24",,,,,,
13-Feb-2017,54.93,+0.93,+1.72%,54.58,54.26,55.13,"14,516,176","795,551,066.20","-3,200,500,912.20",,,,,,
10-Feb-2017,54.00,+1.12,+2.12%,53.10,52.93,54.28,"14,042,202","755,323,931.06","-3,996,051,978.39",,,,,,
09-Feb-2017,52.88,-0.01,-0.02%,52.91,52.76,53.10,"7,615,138","403,059,367.28","-4,751,375,909.45",,,,,,
08-Feb-2017,52.89,-0.38,-0.71%,53.39,52.72,53.39,"9,229,045","488,733,574.06","-4,348,316,542.17",,,,,,
07-Feb-2017,53.27,+0.39,+0.74%,53.22,52.76,53.28,"10,374,100","549,745,804.57","-3,859,582,968.11",,,,,,
06-Feb-2017,52.88,-0.10,-0.19%,53.31,52.82,53.41,"8,215,133","435,551,843.16","-4,409,328,772.68",,,,,,
03-Feb-2017,52.98,+0.32,+0.61%,52.95,52.75,53.22,"10,965,265","581,453,846.59","-3,973,776,929.53",,,,,,
02-Feb-2017,52.66,-0.49,-0.92%,52.95,52.37,53.10,"14,481,242","762,985,216.29","-4,555,230,776.12",,,,,,
01-Feb-2017,53.15,-0.28,-0.52%,53.64,52.86,53.82,"16,102,109","855,790,975.28","-3,792,245,559.82",,,,,,
31-Jan-2017,53.43,-0.18,-0.34%,53.61,52.83,53.64,"13,995,448","745,411,357.38","-2,936,454,584.55",,,,,,
30-Jan-2017,53.61,-0.63,-1.16%,54.39,53.55,54.40,"14,853,856","800,171,638.14","-2,191,043,227.17",,,,,,
27-Jan-2017,54.24,+0.19,+0.35%,54.65,54.00,54.76,"23,474,353","1,276,273,073.52","-1,390,871,589.03",,,,,,
26-Jan-2017,54.05,-2.85,-5.01%,55.35,53.50,55.49,"37,888,156","2,043,844,431.99","-2,667,144,662.55",,,,,,
25-Jan-2017,56.90,+1.90,+3.45%,56.10,55.50,56.98,"27,969,706","1,574,090,818.67","-623,300,230.56",,,,,,
24-Jan-2017,55.00,+0.12,+0.22%,55.02,54.70,55.77,"41,751,760","2,303,955,202.30","-2,197,391,049.23",,,,,,
23-Jan-2017,54.88,-8.00,-12.72%,58.67,53.77,58.67,"94,436,001","5,225,432,069.07","-4,501,346,251.53",,,,,,
20-Jan-2017,62.88,-1.56,-2.42%,65.19,62.62,65.74,"20,936,881","1,341,358,075.72","724,085,817.54",,,,,,
19-Jan-2017,64.44,-0.69,-1.06%,64.97,64.36,65.40,"9,429,206","610,051,487.08","2,065,443,893.26",,,,,,
18-Jan-2017,65.13,+0.94,+1.46%,64.67,63.81,66.09,"15,883,201","1,034,368,656.76","2,675,495,380.34",,,,,,
17-Jan-2017,64.19,-2.69,-4.02%,66.71,63.15,66.97,"22,426,310","1,449,292,402.04","1,641,126,723.59",,,,,,
13-Jan-2017,66.88,+0.76,+1.15%,66.25,66.16,67.08,"6,177,365","412,637,103.78","3,090,419,125.63",,,,,,
12-Jan-2017,66.12,+0.02,+0.03%,65.35,65.05,66.18,"6,113,613","401,324,016.06","2,677,782,021.85",,,,,,
11-Jan-2017,66.10,+0.47,+0.72%,65.75,65.42,66.11,"8,349,761","549,268,207.72","2,276,458,005.79",,,,,,
10-Jan-2017,65.63,-0.02,-0.03%,65.95,65.57,66.16,"6,076,032","399,983,297.78","1,727,189,798.07",,,,,,
09-Jan-2017,65.65,+0.12,+0.18%,65.53,65.49,66.27,"4,769,160","313,927,584.34","2,127,173,095.85",,,,,,
06-Jan-2017,65.53,-0.02,-0.03%,65.48,64.86,65.87,"6,749,352","441,602,636.92","1,813,245,511.51",,,,,,
05-Jan-2017,65.55,+0.08,+0.12%,65.32,65.05,65.98,"5,998,898","392,969,465.66","2,254,848,148.43",,,,,,
04-Jan-2017,65.47,+0.07,+0.11%,65.67,65.26,65.95,"6,221,655","407,565,867.41","1,861,878,682.77",,,,,,
03-Jan-2017,65.40,+0.20,+0.31%,65.86,64.60,66.14,"9,519,838","621,370,093.79","1,454,312,815.36",,,,,,
30-Dec-2016,65.20,-0.84,-1.27%,66.25,65.04,66.35,"5,941,909","388,250,715.63","832,942,721.58",,,,,,
29-Dec-2016,66.04,+0.29,+0.44%,65.50,65.42,66.08,"3,700,771","243,804,096.28","1,221,193,437.21",,,,,,
28-Dec-2016,65.75,-1.50,-2.23%,66.65,65.70,67.07,"6,547,168","432,772,855.57","977,389,340.92",,,,,,
27-Dec-2016,67.25,+0.39,+0.58%,67.14,67.06,67.58,"3,028,159","203,854,485.38","1,410,162,196.49",,,,,,
23-Dec-2016,66.86,+0.10,+0.15%,66.89,66.52,66.94,"3,088,052","205,996,289.70","1,206,307,711.11",,,,,,
22-Dec-2016,66.76,-0.40,-0.60%,67.64,66.46,67.75,"5,900,160","394,250,204.50","1,000,311,421.41",,,,,,
21-Dec-2016,67.16,+0.25,+0.37%,67.07,66.82,67.35,"5,211,362","349,516,197.93","1,394,561,625.91",,,,,,
20-Dec-2016,66.91,-0.11,-0.16%,67.38,66.77,67.56,"6,685,432","448,389,368.43","1,045,045,427.98",,,,,,
19-Dec-2016,67.02,+0.56,+0.84%,66.79,66.64,67.43,"7,884,694","528,675,720.30","1,493,434,796.41",,,,,,
16-Dec-2016,66.46,-1.57,-2.31%,68.49,66.30,68.49,"18,155,575","1,214,412,966.85","964,759,076.12",,,,,,
15-Dec-2016,68.03,+0.47,+0.70%,68.10,67.31,68.77,"7,162,470","487,949,232.35","2,179,172,042.97",,,,,,
14-Dec-2016,67.56,-1.78,-2.57%,68.64,67.35,69.18,"9,957,690","677,193,290.97","1,691,222,810.62",,,,,,
13-Dec-2016,69.34,+0.87,+1.27%,68.72,68.49,70.24,"8,494,227","590,292,466.80","2,368,416,101.59",,,,,,
12-Dec-2016,68.47,-0.05,-0.07%,68.37,67.92,68.65,"5,615,537","383,633,626.70","1,778,123,634.79",,,,,,
09-Dec-2016,68.52,-0.03,-0.04%,68.61,67.80,68.89,"5,551,783","379,119,425.30","2,161,757,261.49",,,,,,
08-Dec-2016,68.55,+0.21,+0.31%,68.42,68.37,69.18,"5,552,585","381,577,842.88","2,540,876,686.79",,,,,,
07-Dec-2016,68.34,+0.89,+1.32%,67.35,66.96,68.34,"7,202,661","489,187,167.11","2,159,298,843.90",,,,,,
06-Dec-2016,67.45,+1.09,+1.64%,66.65,66.50,67.48,"6,701,797","449,805,180.49","1,670,111,676.79",,,,,,
05-Dec-2016,66.36,+0.52,+0.79%,66.38,65.69,66.94,"8,708,196","578,747,422.79","1,220,306,496.31",,,,,,
02-Dec-2016,65.84,+1.68,+2.62%,63.95,63.95,66.33,"9,687,015","636,882,591.16","641,559,073.52",,,,,,
01-Dec-2016,64.16,-3.97,-5.83%,67.72,63.78,67.92,"16,563,896","1,076,204,840.45","4,676,482.36",,,,,,
30-Nov-2016,68.13,+1.36,+2.04%,66.80,66.50,68.31,"12,470,027","844,096,702.80","1,080,881,322.81",,,,,,
29-Nov-2016,66.77,-0.33,-0.49%,67.23,66.63,67.54,"6,544,858","438,670,416.78","236,784,620.01",,,,,,
28-Nov-2016,67.10,-1.19,-1.74%,67.42,66.80,67.70,"8,225,168","551,745,432.15","675,455,036.79",,,,,,
25-Nov-2016,68.29,+0.16,+0.23%,68.16,67.71,68.42,"4,200,136","285,736,303.76","1,227,200,468.94",,,,,,
23-Nov-2016,68.13,-0.18,-0.26%,68.33,67.75,68.50,"4,820,254","328,128,360.27","941,464,165.17",,,,,,
22-Nov-2016,68.31,+1.21,+1.80%,67.57,67.04,68.60,"9,803,646","668,545,669.99","1,269,592,525.45",,,,,,
21-Nov-2016,67.10,-0.21,-0.31%,66.86,66.15,67.20,"7,868,947","525,298,458.46","601,046,855.46",,,,,,
18-Nov-2016,67.31,+0.64,+0.96%,66.68,65.94,67.46,"9,889,299","661,368,989.64","1,126,345,313.92",,,,,,
17-Nov-2016,66.67,+0.37,+0.56%,66.44,66.16,66.77,"6,982,456","464,976,324.29","464,976,324.29",,,,,,
16-Nov-2016,66.30,,,66.71,65.65,66.71,"9,552,165","632,255,137.44",0.00,,,,,,
