Qualcomm Inc | Price History                                          17-Nov-2021 01:12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
QCOM.O,,,,,,,,,,,,,,,
Interval: Daily,,,,,,,,,,,,,,,
History Period: 16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Currency Conversion: USD,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
QCOM.O Statistics     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Price,,,Volume,,,,,Up/Down,,Price Change (Close-Close),,,Turnover,,
High,183.73,16-Nov-2021,Max,"156,019,346",17-Apr-2019,Advancing,"7,486,341,885",Up,659,Up,+23.21%,16-Apr-2019,Max,"12,334,264,915.94",17-Apr-2019
Low,48.56,26-Apr-2018,Min,"2,120,165",24-Dec-2020,Declining,"6,654,294,122",Down,597,Down,-14.95%,16-Mar-2020,Min,"157,997,618.87",28-Dec-2017
Avg,84.80,,Avg,"11,255,703",,Total,"14,170,929,990",Unch,2,Period,+174.22%,16-Nov-2016 - 16-Nov-2021,Avg,"910,971,050.11",
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
QCOM.O History     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,,,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow,,,,,,
16-Nov-2021,181.81,+13.30,+7.89%,168.11,167.06,183.73,"33,338,217","5,887,996,442.81","75,858,589,093.41",,,,,,
15-Nov-2021,168.51,+3.57,+2.16%,166.50,165.81,169.94,"12,350,190","2,075,695,322.33","69,970,592,650.60",,,,,,
12-Nov-2021,164.94,+0.52,+0.32%,165.00,164.33,166.02,"7,370,988","1,216,831,736.01","67,894,897,328.27",,,,,,
11-Nov-2021,164.42,+4.62,+2.89%,161.80,161.39,165.56,"7,624,181","1,251,907,405.27","66,678,065,592.27",,,,,,
10-Nov-2021,159.80,-6.94,-4.16%,165.09,159.03,166.12,"11,327,143","1,832,262,320.57","65,426,158,187.00",,,,,,
09-Nov-2021,166.74,+0.89,+0.54%,166.51,164.38,169.52,"12,353,902","2,061,234,089.30","67,258,420,507.57",,,,,,
08-Nov-2021,165.85,+2.82,+1.73%,163.21,161.28,167.71,"14,541,398","2,397,949,811.77","65,197,186,418.26",,,,,,
05-Nov-2021,163.03,+6.92,+4.43%,157.08,155.91,168.55,"27,226,584","4,437,401,020.94","62,799,236,606.49",,,,,,
04-Nov-2021,156.11,+17.63,+12.73%,156.33,153.30,159.58,"48,321,483","7,542,664,939.73","58,361,835,585.55",,,,,,
03-Nov-2021,138.48,+3.25,+2.40%,135.75,135.04,138.85,"13,216,018","1,833,965,469.01","50,819,170,645.82",,,,,,
02-Nov-2021,135.23,+0.42,+0.31%,134.55,134.12,135.73,"7,321,923","988,315,125.33","48,985,205,176.81",,,,,,
01-Nov-2021,134.81,+1.77,+1.33%,132.44,132.44,134.87,"6,903,023","924,184,076.31","47,996,890,051.48",,,,,,
29-Oct-2021,133.04,-0.65,-0.49%,132.86,132.45,133.68,"5,251,108","698,307,369.79","47,072,705,975.18",,,,,,
28-Oct-2021,133.69,+2.49,+1.90%,131.99,131.87,133.83,"5,016,737","667,541,165.72","47,771,013,344.97",,,,,,
27-Oct-2021,131.20,-0.74,-0.56%,131.94,130.51,132.36,"5,090,364","670,241,221.83","47,103,472,179.24",,,,,,
26-Oct-2021,131.94,+0.01,+0.01%,132.90,131.07,133.79,"5,802,241","766,732,716.31","47,773,713,401.07",,,,,,
25-Oct-2021,131.93,+0.31,+0.24%,131.82,131.30,133.17,"4,876,260","644,422,289.68","47,006,980,684.75",,,,,,
22-Oct-2021,131.62,-1.43,-1.07%,132.90,131.43,133.69,"5,216,154","689,412,997.97","46,362,558,395.08",,,,,,
21-Oct-2021,133.05,+0.89,+0.67%,132.00,131.40,133.26,"4,579,172","606,240,923.44","47,051,971,393.05",,,,,,
20-Oct-2021,132.16,-0.34,-0.26%,132.50,131.26,133.01,"4,804,076","635,254,770.17","46,445,730,469.62",,,,,,
19-Oct-2021,132.50,+2.38,+1.83%,131.02,130.32,132.80,"7,330,727","967,279,599.01","47,080,985,239.78",,,,,,
18-Oct-2021,130.12,-0.08,-0.06%,129.32,128.24,130.27,"5,289,973","685,949,468.46","46,113,705,640.77",,,,,,
15-Oct-2021,130.20,+1.54,+1.20%,129.02,128.68,130.48,"7,609,677","988,609,798.19","46,799,655,109.23",,,,,,
14-Oct-2021,128.66,+3.62,+2.90%,126.16,125.99,129.30,"10,639,837","1,364,164,562.28","45,811,045,311.05",,,,,,
13-Oct-2021,125.04,+2.09,+1.70%,125.20,123.52,126.32,"12,380,245","1,547,970,757.96","44,446,880,748.77",,,,,,
12-Oct-2021,122.95,-1.99,-1.59%,125.38,122.17,125.47,"10,531,464","1,297,241,889.23","42,898,909,990.81",,,,,,
11-Oct-2021,124.94,-1.61,-1.27%,126.06,124.88,127.23,"6,288,235","790,789,612.83","44,196,151,880.04",,,,,,
08-Oct-2021,126.55,-1.29,-1.01%,128.59,126.21,128.59,"6,920,524","877,388,253.66","44,986,941,492.86",,,,,,
07-Oct-2021,127.84,-0.22,-0.17%,129.27,127.59,130.72,"8,010,556","1,034,659,796.28","45,864,329,746.52",,,,,,
06-Oct-2021,128.06,+0.53,+0.42%,126.55,126.07,128.27,"8,513,727","1,084,865,657.31","46,898,989,542.80",,,,,,
05-Oct-2021,127.53,+0.85,+0.67%,126.13,125.69,128.77,"9,244,310","1,178,345,431.04","45,814,123,885.49",,,,,,
04-Oct-2021,126.68,-2.03,-1.58%,128.92,125.92,129.79,"8,470,312","1,073,670,134.83","44,635,778,454.46",,,,,,
01-Oct-2021,128.71,-0.27,-0.21%,129.80,126.47,130.02,"6,863,724","879,346,598.96","45,709,448,589.29",,,,,,
30-Sep-2021,128.98,-0.30,-0.23%,130.35,128.70,131.08,"6,982,505","904,845,909.51","46,588,795,188.24",,,,,,
29-Sep-2021,129.28,-0.62,-0.48%,130.59,128.89,131.45,"7,037,221","913,191,214.31","47,493,641,097.75",,,,,,
28-Sep-2021,129.90,-3.58,-2.68%,131.75,129.70,132.74,"8,851,657","1,156,881,462.03","48,406,832,312.06",,,,,,
27-Sep-2021,133.48,-0.40,-0.30%,132.43,132.02,134.04,"4,319,466","576,363,208.13","49,563,713,774.09",,,,,,
24-Sep-2021,133.88,-0.03,-0.02%,133.11,132.80,134.55,"4,554,621","610,168,276.31","50,140,076,982.22",,,,,,
23-Sep-2021,133.91,+0.90,+0.68%,133.75,133.22,135.16,"5,918,870","795,278,500.14","50,750,245,258.53",,,,,,
22-Sep-2021,133.01,+1.26,+0.96%,132.59,131.98,133.49,"5,163,043","686,571,553.90","49,954,966,758.39",,,,,,
21-Sep-2021,131.75,-1.01,-0.76%,133.59,131.28,133.91,"6,175,312","816,864,182.60","49,268,395,204.48",,,,,,
20-Sep-2021,132.76,-0.84,-0.63%,131.47,130.61,133.12,"9,647,058","1,275,450,124.80","50,085,259,387.09",,,,,,
17-Sep-2021,133.60,-4.80,-3.47%,137.81,133.14,138.00,"14,550,480","1,953,887,338.54","51,360,709,511.89",,,,,,
16-Sep-2021,138.40,+0.16,+0.12%,137.32,137.32,138.96,"6,719,871","929,598,347.52","53,314,596,850.43",,,,,,
15-Sep-2021,138.24,-2.90,-2.05%,140.81,137.52,141.00,"11,289,100","1,559,907,073.15","52,384,998,502.92",,,,,,
14-Sep-2021,141.14,-2.27,-1.58%,144.47,140.62,144.81,"6,442,067","916,030,112.32","53,944,905,576.07",,,,,,
13-Sep-2021,143.41,+0.73,+0.51%,144.02,142.03,144.73,"4,312,803","617,399,434.28","54,860,935,688.39",,,,,,
10-Sep-2021,142.68,+1.10,+0.78%,143.13,142.54,146.00,"6,263,271","900,163,933.27","54,243,536,254.11",,,,,,
09-Sep-2021,141.58,-0.94,-0.66%,142.47,141.45,143.54,"6,190,783","879,954,494.02","53,343,372,320.84",,,,,,
08-Sep-2021,142.52,-1.23,-0.86%,143.36,141.49,143.62,"5,981,277","851,528,560.56","54,223,326,814.86",,,,,,
07-Sep-2021,143.75,-0.88,-0.61%,144.68,143.12,144.76,"6,362,270","914,467,256.49","55,074,855,375.42",,,,,,
03-Sep-2021,144.63,-0.49,-0.34%,145.12,144.23,145.99,"5,506,586","797,462,473.11","55,989,322,631.91",,,,,,
02-Sep-2021,145.12,-1.33,-0.91%,146.70,144.51,146.89,"6,007,588","872,886,948.72","56,786,785,105.02",,,,,,
01-Sep-2021,146.45,-0.24,-0.16%,146.84,146.22,148.10,"6,451,408","948,480,953.10","57,659,672,053.74",,,,,,
31-Aug-2021,146.69,+0.75,+0.51%,146.80,144.56,147.53,"7,820,509","1,146,377,413.66","58,608,153,006.84",,,,,,
30-Aug-2021,145.94,+1.09,+0.75%,145.59,145.56,147.86,"5,263,612","771,737,555.69","57,461,775,593.18",,,,,,
27-Aug-2021,144.85,+2.47,+1.73%,142.20,141.92,144.95,"6,274,499","903,484,350.12","56,690,038,037.49",,,,,,
26-Aug-2021,142.38,-1.49,-1.04%,143.19,141.62,143.76,"6,825,131","971,914,023.71","55,786,553,687.37",,,,,,
25-Aug-2021,143.87,-0.59,-0.41%,144.46,143.47,145.43,"5,721,635","824,850,020.94","56,758,467,711.08",,,,,,
24-Aug-2021,144.46,+0.32,+0.22%,144.59,143.84,145.59,"7,066,814","1,022,453,453.84","57,583,317,732.02",,,,,,
23-Aug-2021,144.14,+2.05,+1.44%,142.65,142.35,144.61,"6,936,893","997,383,775.00","56,560,864,278.18",,,,,,
20-Aug-2021,142.09,+1.48,+1.05%,140.61,140.30,142.26,"6,140,962","869,825,477.74","55,563,480,503.18",,,,,,
19-Aug-2021,140.61,-1.57,-1.10%,140.65,138.96,141.45,"8,660,978","1,216,848,834.93","54,693,655,025.44",,,,,,
18-Aug-2021,142.18,-2.23,-1.54%,143.84,141.98,144.66,"6,546,524","937,125,916.95","55,910,503,860.36",,,,,,
17-Aug-2021,144.41,-3.72,-2.51%,146.95,143.57,147.00,"7,256,805","1,048,333,811.89","56,847,629,777.31",,,,,,
16-Aug-2021,148.13,-0.51,-0.34%,148.40,146.72,149.08,"4,410,945","652,359,626.01","57,895,963,589.20",,,,,,
13-Aug-2021,148.64,+1.49,+1.01%,147.00,146.93,149.31,"5,764,041","856,154,987.72","58,548,323,215.22",,,,,,
12-Aug-2021,147.15,+0.47,+0.32%,147.76,146.39,148.00,"5,778,056","850,769,469.21","57,692,168,227.50",,,,,,
11-Aug-2021,146.68,+0.81,+0.56%,146.06,144.40,146.79,"6,215,983","907,930,270.24","56,841,398,758.29",,,,,,
10-Aug-2021,145.87,-1.05,-0.71%,147.32,142.40,147.50,"4,197,116","612,359,089.79","55,933,468,488.04",,,,,,
09-Aug-2021,146.92,+0.64,+0.44%,146.79,145.75,147.72,"4,966,607","729,664,035.50","56,545,827,577.83",,,,,,
06-Aug-2021,146.28,-0.55,-0.37%,146.13,145.92,148.23,"5,733,256","841,016,843.05","55,816,163,542.33",,,,,,
05-Aug-2021,146.83,-1.39,-0.94%,147.24,144.57,147.47,"7,169,204","1,047,875,554.95","56,657,180,385.37",,,,,,
04-Aug-2021,148.22,+0.27,+0.18%,148.02,147.33,149.20,"5,556,400","823,679,119.76","57,705,055,940.32",,,,,,
03-Aug-2021,147.95,-0.91,-0.61%,148.91,146.56,149.58,"6,223,384","919,518,958.26","56,881,376,820.55",,,,,,
02-Aug-2021,148.86,-0.94,-0.63%,150.00,148.21,152.28,"10,823,826","1,622,878,732.32","57,800,895,778.82",,,,,,
30-Jul-2021,149.80,-1.19,-0.79%,149.20,148.36,150.41,"8,404,794","1,255,519,844.20","59,423,774,511.13",,,,,,
29-Jul-2021,150.99,+8.55,+6.00%,146.50,146.41,151.52,"19,446,916","2,914,685,296.37","60,679,294,355.33",,,,,,
28-Jul-2021,142.44,+1.51,+1.07%,141.27,140.14,142.91,"9,303,418","1,324,656,185.64","57,764,609,058.96",,,,,,
27-Jul-2021,140.93,-2.57,-1.79%,142.49,138.21,143.00,"7,575,761","1,063,015,693.84","56,439,952,873.32",,,,,,
26-Jul-2021,143.50,-1.38,-0.95%,143.95,142.24,144.38,"6,253,904","895,900,106.82","57,502,968,567.16",,,,,,
23-Jul-2021,144.88,+2.44,+1.71%,143.45,142.03,144.99,"6,310,362","909,345,130.27","58,398,868,673.99",,,,,,
22-Jul-2021,142.44,+0.27,+0.19%,142.00,141.50,142.85,"3,862,571","549,852,395.02","57,489,523,543.71",,,,,,
21-Jul-2021,142.17,+2.62,+1.88%,139.65,139.65,142.22,"6,162,215","872,635,794.83","56,939,671,148.69",,,,,,
20-Jul-2021,139.55,+0.76,+0.55%,139.02,137.20,140.42,"6,020,445","838,560,236.91","56,067,035,353.87",,,,,,
19-Jul-2021,138.79,-0.92,-0.66%,138.32,136.81,138.90,"9,371,342","1,295,354,111.81","55,228,475,116.95",,,,,,
16-Jul-2021,139.71,-1.75,-1.24%,141.87,139.53,142.51,"5,914,325","830,662,533.14","56,523,829,228.76",,,,,,
15-Jul-2021,141.46,-2.29,-1.59%,144.12,140.72,144.14,"6,667,440","945,531,766.26","57,354,491,761.90",,,,,,
14-Jul-2021,143.75,+2.57,+1.82%,143.50,142.50,146.34,"11,305,730","1,630,972,751.55","58,300,023,528.16",,,,,,
13-Jul-2021,141.18,-1.29,-0.91%,142.44,140.42,142.66,"5,657,645","800,613,472.11","56,669,050,776.61",,,,,,
12-Jul-2021,142.47,+1.04,+0.74%,141.40,141.20,143.02,"6,786,522","965,704,053.08","57,469,664,248.72",,,,,,
09-Jul-2021,141.43,+3.14,+2.27%,137.89,137.81,141.73,"7,356,808","1,036,200,519.07","56,503,960,195.64",,,,,,
08-Jul-2021,138.29,-1.68,-1.20%,137.72,135.60,138.87,"7,501,092","1,032,198,012.75","55,467,759,676.57",,,,,,
07-Jul-2021,139.97,-1.22,-0.86%,142.24,139.06,142.36,"5,034,862","705,404,761.75","56,499,957,689.32",,,,,,
06-Jul-2021,141.19,-1.39,-0.97%,143.00,139.68,143.18,"7,095,210","1,002,934,419.72","57,205,362,451.08",,,,,,
02-Jul-2021,142.58,+1.78,+1.26%,141.99,141.25,142.68,"5,399,721","767,598,093.14","58,208,296,870.79",,,,,,
01-Jul-2021,140.80,-2.13,-1.49%,142.91,140.35,143.02,"6,094,085","861,513,573.48","57,440,698,777.65",,,,,,
30-Jun-2021,142.93,+0.31,+0.22%,142.35,141.84,143.63,"6,449,659","920,745,449.28","58,302,212,351.13",,,,,,
29-Jun-2021,142.62,+2.90,+2.08%,139.63,139.25,142.95,"6,885,355","975,808,652.00","57,381,466,901.85",,,,,,
28-Jun-2021,139.72,+2.07,+1.50%,138.23,137.98,140.17,"6,645,474","926,133,705.40","56,405,658,249.86",,,,,,
25-Jun-2021,137.65,-0.27,-0.20%,138.45,136.97,139.47,"7,949,190","1,098,258,627.08","55,479,524,544.46",,,,,,
24-Jun-2021,137.92,+2.40,+1.77%,136.62,136.35,138.51,"7,941,660","1,094,535,944.12","56,577,783,171.54",,,,,,
23-Jun-2021,135.52,+0.44,+0.33%,134.89,134.81,136.23,"6,613,763","897,429,601.19","55,483,247,227.42",,,,,,
22-Jun-2021,135.08,+1.12,+0.84%,134.22,133.29,135.31,"5,976,376","805,391,255.02","54,585,817,626.24",,,,,,
21-Jun-2021,133.96,+0.96,+0.72%,133.05,132.66,135.10,"6,371,423","853,031,489.96","53,780,426,371.21",,,,,,
18-Jun-2021,133.00,-2.35,-1.74%,134.55,132.24,134.58,"12,753,569","1,700,698,298.83","52,927,394,881.25",,,,,,
17-Jun-2021,135.35,+0.40,+0.30%,134.31,134.09,136.62,"6,618,346","896,558,289.31","54,628,093,180.08",,,,,,
16-Jun-2021,134.95,-0.63,-0.46%,136.47,133.66,137.05,"7,404,737","1,001,415,676.00","53,731,534,890.76",,,,,,
15-Jun-2021,135.58,-1.73,-1.26%,137.14,135.23,137.38,"5,723,574","779,008,393.33","54,732,950,566.76",,,,,,
14-Jun-2021,137.31,+2.69,+2.00%,135.20,134.79,137.31,"7,912,621","1,078,936,957.92","55,511,958,960.09",,,,,,
11-Jun-2021,134.62,+0.40,+0.30%,133.80,133.65,134.65,"6,529,894","876,383,634.87","54,433,022,002.18",,,,,,
10-Jun-2021,134.22,+1.33,+1.00%,133.05,132.58,135.10,"5,522,273","740,741,075.88","53,556,638,367.31",,,,,,
09-Jun-2021,132.89,-1.31,-0.98%,135.10,132.79,135.35,"6,717,243","895,432,046.99","52,815,897,291.43",,,,,,
08-Jun-2021,134.20,+0.88,+0.66%,134.06,133.00,135.39,"9,657,889","1,295,647,388.47","53,711,329,338.42",,,,,,
07-Jun-2021,133.32,-1.02,-0.76%,133.70,132.64,133.77,"5,563,253","741,219,098.59","52,415,681,949.95",,,,,,
04-Jun-2021,134.34,+2.56,+1.94%,132.53,132.20,135.05,"7,416,675","996,648,399.83","53,156,901,048.54",,,,,,
03-Jun-2021,131.78,-2.04,-1.52%,132.65,131.42,133.39,"6,643,997","878,406,376.11","52,160,252,648.70",,,,,,
02-Jun-2021,133.82,-0.12,-0.09%,133.18,132.47,134.73,"6,025,988","805,514,192.94","53,038,659,024.81",,,,,,
01-Jun-2021,133.94,-0.60,-0.45%,135.10,133.53,136.07,"7,059,614","948,210,775.48","53,844,173,217.75",,,,,,
28-May-2021,134.54,+0.90,+0.67%,134.15,133.95,135.64,"7,044,084","949,667,536.96","54,792,383,993.24",,,,,,
27-May-2021,133.64,+0.55,+0.41%,132.73,132.71,134.64,"7,379,260","987,217,515.76","53,842,716,456.27",,,,,,
26-May-2021,133.09,-0.66,-0.49%,133.87,132.22,134.52,"6,663,325","886,996,805.79","52,855,498,940.51",,,,,,
25-May-2021,133.75,+0.84,+0.63%,133.54,132.80,134.30,"7,271,428","970,940,807.11","53,742,495,746.31",,,,,,
24-May-2021,132.91,+1.45,+1.10%,131.33,131.33,134.00,"8,229,331","1,094,523,482.55","52,771,554,939.20",,,,,,
21-May-2021,131.46,-1.18,-0.89%,132.14,130.49,132.69,"8,673,957","1,140,287,237.18","51,677,031,456.64",,,,,,
20-May-2021,132.64,+1.98,+1.52%,131.53,131.46,133.28,"9,208,354","1,220,397,028.50","52,817,318,693.82",,,,,,
19-May-2021,130.66,+1.75,+1.36%,127.19,126.45,130.83,"8,112,930","1,049,014,783.70","51,596,921,665.32",,,,,,
18-May-2021,128.91,-0.89,-0.69%,130.64,128.79,131.24,"8,651,133","1,123,881,547.24","50,547,906,881.62",,,,,,
17-May-2021,129.80,-0.35,-0.27%,129.29,127.71,129.83,"5,917,356","763,662,458.61","51,671,788,428.86",,,,,,
14-May-2021,130.15,+3.04,+2.39%,128.63,127.81,131.42,"9,391,122","1,222,660,397.73","52,435,450,887.47",,,,,,
13-May-2021,127.11,+2.49,+2.00%,127.12,125.87,128.48,"10,635,086","1,354,427,816.99","51,212,790,489.74",,,,,,
12-May-2021,124.62,-3.75,-2.92%,126.03,123.68,127.13,"13,529,626","1,688,414,327.66","49,858,362,672.75",,,,,,
11-May-2021,128.37,-0.57,-0.44%,125.25,124.77,128.56,"11,947,958","1,518,614,183.11","51,546,777,000.41",,,,,,
10-May-2021,128.94,-8.91,-6.46%,136.02,128.82,136.68,"19,537,228","2,552,923,216.14","53,065,391,183.51",,,,,,
07-May-2021,137.85,+1.85,+1.36%,136.94,136.29,138.69,"6,893,704","950,028,077.05","55,618,314,399.65",,,,,,
06-May-2021,136.00,+1.35,+1.00%,134.49,133.10,136.54,"8,352,536","1,128,891,188.15","54,668,286,322.60",,,,,,
05-May-2021,134.65,+0.53,+0.40%,136.08,134.11,136.45,"6,285,459","850,655,990.38","53,539,395,134.46",,,,,,
04-May-2021,134.12,-3.31,-2.41%,136.00,132.42,136.00,"11,996,279","1,603,605,301.14","52,688,739,144.08",,,,,,
03-May-2021,137.43,-1.37,-0.99%,139.70,136.87,139.76,"7,920,307","1,093,068,467.14","54,292,344,445.22",,,,,,
30-Apr-2021,138.80,-3.88,-2.72%,141.07,138.26,142.09,"11,374,595","1,586,687,096.99","55,385,412,912.36",,,,,,
29-Apr-2021,142.68,+6.11,+4.47%,145.01,140.67,145.30,"20,502,140","2,921,406,073.33","56,972,100,009.34",,,,,,
28-Apr-2021,136.57,-1.44,-1.04%,138.17,135.75,138.27,"13,118,138","1,810,462,046.04","54,050,693,936.01",,,,,,
27-Apr-2021,138.01,-0.95,-0.68%,138.71,136.98,139.38,"9,284,499","1,279,078,079.83","55,861,155,982.05",,,,,,
26-Apr-2021,138.96,+3.53,+2.61%,135.33,135.12,139.69,"9,715,383","1,345,514,732.44","57,140,234,061.87",,,,,,
23-Apr-2021,135.43,+2.46,+1.85%,133.74,133.54,136.11,"7,669,057","1,038,796,325.54","55,794,719,329.43",,,,,,
22-Apr-2021,132.97,-3.22,-2.36%,135.37,132.47,135.96,"8,345,144","1,118,342,558.61","54,755,923,003.90",,,,,,
21-Apr-2021,136.19,+2.79,+2.09%,132.82,132.50,136.37,"7,237,924","977,236,634.88","55,874,265,562.51",,,,,,
20-Apr-2021,133.40,-1.85,-1.37%,134.55,132.79,134.78,"7,473,703","998,380,736.14","54,897,028,927.63",,,,,,
19-Apr-2021,135.25,-2.96,-2.14%,136.90,134.09,137.05,"8,728,948","1,180,752,160.06","55,895,409,663.77",,,,,,
16-Apr-2021,138.21,+0.37,+0.27%,137.62,136.65,139.01,"6,583,895","909,575,747.45","57,076,161,823.83",,,,,,
15-Apr-2021,137.84,+3.09,+2.29%,136.00,135.57,137.99,"11,733,238","1,610,961,405.77","56,166,586,076.38",,,,,,
14-Apr-2021,134.75,-2.55,-1.86%,137.08,133.91,137.84,"9,967,790","1,349,395,655.78","54,555,624,670.61",,,,,,
13-Apr-2021,137.30,-0.14,-0.10%,138.38,135.75,138.77,"9,225,208","1,264,130,051.64","55,905,020,326.39",,,,,,
12-Apr-2021,137.44,-3.13,-2.23%,138.86,136.05,139.89,"10,355,534","1,428,776,249.00","57,169,150,378.03",,,,,,
09-Apr-2021,140.57,+0.23,+0.16%,139.90,138.88,140.68,"6,033,171","843,985,427.81","58,597,926,627.02",,,,,,
08-Apr-2021,140.34,+0.91,+0.65%,140.00,138.81,140.37,"7,304,948","1,021,495,726.29","57,753,941,199.22",,,,,,
07-Apr-2021,139.43,+1.37,+0.99%,138.33,137.40,139.95,"6,958,516","966,473,026.15","56,732,445,472.93",,,,,,
06-Apr-2021,138.06,-2.27,-1.62%,139.85,137.64,140.23,"9,099,981","1,262,159,063.85","55,765,972,446.78",,,,,,
05-Apr-2021,140.33,+2.54,+1.84%,139.04,138.23,140.50,"12,562,765","1,756,474,490.97","57,028,131,510.63",,,,,,
01-Apr-2021,137.79,+5.20,+3.92%,134.50,133.60,138.43,"14,069,555","1,922,581,385.22","55,271,657,019.66",,,,,,
31-Mar-2021,132.59,+2.48,+1.91%,130.96,130.57,133.52,"8,361,293","1,109,120,450.17","53,349,075,634.43",,,,,,
30-Mar-2021,130.11,-1.16,-0.88%,130.17,129.07,131.24,"7,097,298","922,948,415.33","52,239,955,184.26",,,,,,
29-Mar-2021,131.27,-1.72,-1.29%,132.54,129.77,133.34,"9,750,057","1,276,865,826.45","53,162,903,599.59",,,,,,
26-Mar-2021,132.99,+5.71,+4.49%,127.06,127.04,133.35,"11,071,560","1,448,536,499.95","54,439,769,426.03",,,,,,
25-Mar-2021,127.28,+0.10,+0.08%,126.66,124.39,127.64,"10,460,762","1,322,068,168.68","52,991,232,926.09",,,,,,
24-Mar-2021,127.18,-5.34,-4.03%,132.99,127.11,133.06,"10,962,260","1,418,596,355.55","51,669,164,757.41",,,,,,
23-Mar-2021,132.52,-1.57,-1.17%,134.00,131.41,134.36,"7,425,650","984,872,627.28","53,087,761,112.97",,,,,,
22-Mar-2021,134.09,+3.07,+2.34%,132.96,132.60,135.55,"9,036,884","1,212,690,378.86","54,072,633,740.25",,,,,,
19-Mar-2021,131.02,+1.27,+0.98%,129.79,129.17,132.48,"17,599,879","2,305,637,370.80","52,859,943,361.39",,,,,,
18-Mar-2021,129.75,-4.17,-3.11%,132.44,129.66,133.60,"9,587,535","1,259,609,894.34","50,554,305,990.58",,,,,,
17-Mar-2021,133.92,+0.27,+0.20%,131.31,129.68,135.60,"10,781,520","1,431,451,114.98","51,813,915,884.92",,,,,,
16-Mar-2021,133.65,+2.01,+1.53%,132.89,132.29,135.44,"10,434,701","1,399,033,231.53","50,382,464,769.95",,,,,,
15-Mar-2021,131.64,+1.66,+1.28%,130.06,129.12,131.76,"7,810,042","1,021,261,304.44","48,983,431,538.42",,,,,,
12-Mar-2021,129.98,-1.76,-1.34%,129.90,127.62,130.33,"9,365,665","1,209,906,251.33","47,962,170,233.97",,,,,,
11-Mar-2021,131.74,+3.87,+3.03%,131.01,130.01,133.24,"11,920,179","1,572,682,096.63","49,172,076,485.31",,,,,,
10-Mar-2021,127.87,-1.24,-0.96%,130.67,127.64,131.10,"12,492,295","1,610,187,829.59","47,599,394,388.68",,,,,,
09-Mar-2021,129.11,+5.91,+4.80%,127.39,126.33,129.92,"13,130,246","1,684,554,827.56","49,209,582,218.27",,,,,,
08-Mar-2021,123.20,-6.55,-5.05%,129.00,122.99,129.77,"15,256,055","1,913,288,578.92","47,525,027,390.72",,,,,,
05-Mar-2021,129.75,+1.95,+1.53%,130.92,125.40,131.17,"13,292,042","1,711,346,311.67","49,438,315,969.63",,,,,,
04-Mar-2021,127.80,-3.86,-2.93%,132.35,126.58,134.20,"15,831,073","2,051,656,862.23","47,726,969,657.97",,,,,,
03-Mar-2021,131.66,-5.38,-3.93%,135.60,131.54,136.18,"14,862,729","1,982,038,387.37","49,778,626,520.20",,,,,,
02-Mar-2021,137.04,-2.45,-1.76%,140.00,136.77,140.10,"8,693,234","1,202,545,112.21","51,760,664,907.57",,,,,,
01-Mar-2021,139.49,+3.30,+2.42%,137.50,136.46,139.63,"9,428,359","1,306,761,505.03","52,963,210,019.78",,,,,,
26-Feb-2021,136.19,+0.66,+0.49%,136.76,134.70,138.15,"11,772,558","1,607,216,684.37","51,656,448,514.75",,,,,,
25-Feb-2021,135.53,-5.57,-3.95%,139.56,135.02,140.83,"12,701,091","1,743,978,704.29","50,049,231,830.39",,,,,,
24-Feb-2021,141.10,+3.98,+2.90%,136.40,135.09,141.18,"13,146,248","1,822,557,811.18","51,793,210,534.67",,,,,,
23-Feb-2021,137.12,-2.34,-1.68%,136.38,134.44,138.48,"14,425,295","1,969,859,756.50","49,970,652,723.49",,,,,,
22-Feb-2021,139.46,-5.48,-3.78%,142.25,139.08,144.12,"12,763,905","1,799,125,222.09","51,940,512,479.99",,,,,,
19-Feb-2021,144.94,+1.03,+0.72%,144.78,143.49,145.85,"10,012,495","1,448,159,709.93","53,739,637,702.08",,,,,,
18-Feb-2021,143.91,-0.84,-0.58%,143.54,142.96,144.70,"8,411,408","1,209,335,020.70","52,291,477,992.15",,,,,,
17-Feb-2021,144.75,-2.41,-1.64%,145.83,143.42,146.89,"11,950,269","1,728,636,959.73","53,500,813,012.85",,,,,,
16-Feb-2021,147.16,-0.82,-0.55%,149.00,146.06,149.74,"10,211,876","1,504,931,479.93","55,229,449,972.58",,,,,,
12-Feb-2021,147.98,+2.42,+1.66%,145.57,144.87,151.40,"9,155,244","1,346,239,263.46","56,734,381,452.51",,,,,,
11-Feb-2021,145.56,+0.06,+0.04%,145.78,143.53,146.57,"11,600,207","1,679,507,838.87","55,388,142,189.05",,,,,,
10-Feb-2021,145.50,-0.61,-0.42%,147.62,144.37,147.75,"11,701,313","1,705,236,174.55","53,708,634,350.18",,,,,,
